training/grad/max,training/grad/min,training/grad/norm,training/high_actor/actor_loss,training/high_actor/adv,training/high_actor/bc_log_prob,training/high_actor/mse,training/high_actor/std,training/low_actor/actor_loss,training/low_actor/adv,training/low_actor/bc_log_prob,training/value/v_max,training/value/v_mean,training/value/v_min,training/value/value_loss,validation/high_actor/actor_loss,validation/high_actor/adv,validation/high_actor/bc_log_prob,validation/high_actor/mse,validation/high_actor/std,validation/low_actor/actor_loss,validation/low_actor/adv,validation/low_actor/bc_log_prob,validation/value/v_max,validation/value/v_mean,validation/value/v_min,validation/value/value_loss,time/epoch_time,time/total_time,step
18.65551,-16.334608,1380.2056,626.30524,2.1526918,-12.327541,0.62763137,1.0,7.788214,0.60196066,-0.48935086,-0.017106116,-34.738544,-79.92284,0.81191444,646.5597,1.8121808,-12.631251,0.6883732,1.0,7.6615753,0.66015446,-0.51674235,-0.030652635,-36.93116,-79.873795,0.8079157,0.01803684792518616,4232.3129823207855,185000
24.343136,-22.38496,1596.2688,639.20593,1.9382001,-12.331437,0.6284105,1.0,5.5919065,0.7762873,-0.35045946,0.0690514,-34.204258,-89.062515,0.59972906,654.6865,1.8360529,-12.16984,0.5960908,1.0,7.2155266,0.6889478,-0.42851526,0.12424289,-33.26383,-84.89172,0.82587266,0.018066751670837402,4322.646754741669,190000
18.897781,-18.516739,1404.0903,624.276,1.9988121,-12.38899,0.639921,1.0,7.2760305,0.5394661,-0.50343513,0.014975682,-35.41829,-86.02138,0.79912317,622.99365,1.6999642,-12.350318,0.6321866,1.0,4.617604,0.6869732,-0.5091914,-0.0035203919,-38.001553,-87.539215,0.62543815,0.01803568539619446,4412.825195074081,195000
18.665367,-22.610828,1460.4204,634.85913,1.8458846,-12.264665,0.61505586,1.0,10.768923,0.49021775,-0.4538949,-0.04572457,-35.58754,-87.4322,0.73889804,631.9687,1.8217571,-12.343354,0.63079375,1.0,7.636668,0.55628294,-0.5343935,-0.031922936,-37.11802,-86.483246,0.54282916,0.018036536931991577,4503.007891893387,200000
16.090322,-17.819685,1179.1793,583.0405,1.6645309,-12.330119,0.62814677,1.0,6.2786627,0.5335527,-0.5479592,0.032725856,-35.65069,-85.823074,0.76940227,596.8989,1.6657078,-12.161772,0.59447736,1.0,11.789583,0.77042204,-0.45462024,0.03024923,-34.761024,-89.20065,0.7187554,0.1039489676952362,5022.752742290497,205000
17.0099,-15.533859,1298.3046,598.02625,1.5224775,-12.359781,0.63407916,1.0,4.7730255,0.62750596,-0.3578639,0.019536473,-37.22782,-86.38975,0.6504426,675.1933,1.9175005,-12.3624935,0.6346218,1.0,14.399607,0.6599318,-0.60140014,0.00080313534,-36.283787,-87.893105,0.79469436,0.01803051495552063,5112.905329465866,210000
34.842484,-19.706207,1398.4956,625.88745,1.5905015,-12.413463,0.6448155,1.0,6.1449327,0.60042423,-0.51790524,0.010098003,-32.161076,-78.73991,0.67770624,657.1222,1.9029007,-12.113209,0.58476466,1.0,5.33877,0.60729825,-0.51072717,0.03840904,-32.907364,-84.12068,0.8101984,0.01804479079246521,5203.12929725647,215000
20.119658,-21.91296,1369.8928,574.4194,1.4899853,-12.175984,0.59731984,1.0,8.284356,0.41741356,-0.6110129,-0.02019544,-35.97161,-88.85701,0.73610675,616.98083,1.6428539,-12.098657,0.5818543,1.0,6.2861924,0.46279204,-0.53390616,-0.05214218,-37.401466,-80.00844,0.8965328,0.01806813383102417,5293.469983577728,220000
44.164116,-21.956318,1973.6414,619.796,1.6029568,-12.330606,0.62824434,1.0,8.065062,0.70422673,-0.5046241,0.09873192,-35.107594,-85.56769,1.1999841,562.3673,1.4331383,-12.576221,0.6773674,1.0,12.247608,0.70896035,-0.6049479,0.09393224,-32.1214,-85.15492,0.5537206,0.018034346437454225,5383.641726970673,225000
10.363965,-8.703482,1025.0234,552.6131,1.715339,-12.125871,0.5872971,1.0,7.334937,0.5720037,-0.5050398,-0.007409647,-35.65939,-84.659134,0.58476603,633.6151,1.9352949,-11.963729,0.5548688,1.0,10.923843,0.62990856,-0.5478735,0.009492114,-36.33067,-87.10339,0.7257717,0.018050522184371948,5473.894349098206,230000
16.015,-14.685165,1281.3408,618.28723,2.1354427,-12.146093,0.59134156,1.0,7.729023,0.6499977,-0.54754376,-0.033219352,-34.691048,-90.17812,0.9050995,639.7478,1.8525031,-12.207097,0.6035424,1.0,7.451586,0.5936751,-0.36331034,0.019776024,-38.885162,-86.08331,0.8065586,0.018030501556396485,5564.046868562698,235000
