training/actor/actor_loss,training/actor/adv,training/actor/bc_log_prob,training/grad/max,training/grad/min,training/grad/norm,training/value/d_neg_loss,training/value/d_neg_max,training/value/d_neg_mean,training/value/d_neg_min,training/value/d_pos_loss,training/value/d_pos_max,training/value/d_pos_mean,training/value/d_pos_min,training/value/lam,training/value/lam_loss,training/value/total_loss,training/value/value_loss,validation/actor/actor_loss,validation/actor/adv,validation/actor/bc_log_prob,validation/value/d_neg_loss,validation/value/d_neg_max,validation/value/d_neg_mean,validation/value/d_neg_min,validation/value/d_pos_loss,validation/value/d_pos_max,validation/value/d_pos_mean,validation/value/d_pos_min,validation/value/lam,validation/value/lam_loss,validation/value/total_loss,validation/value/value_loss,time/epoch_time,time/total_time,step
21.369385,0.1784997,-1.5494502,340.44025,-114.58395,3052.8096,416.63586,418.6153,85.94397,3.473633,0.023172041,2.1547215,0.8780364,0.085629754,318.92303,8.556054,432.58203,424.02597,24.066818,0.24726337,-1.6191015,421.69064,402.02704,80.24518,3.698923,0.03681255,2.4670005,0.8990067,0.06857713,318.92804,4.2058473,437.63705,433.4312,0.012413881969451904,6119.406756877899,310000
18.503212,0.22206782,-1.6101599,112.064255,-92.29593,1850.1736,434.04678,291.6957,67.47927,3.224529,0.01739641,2.2887805,0.85418093,0.08049935,321.97876,10.497664,450.14572,439.64807,20.20645,0.18643469,-1.6536798,425.24847,267.9186,76.405045,5.7447166,0.048690304,3.128616,0.8348367,0.037499946,321.9697,0.42168263,441.34695,440.92526,0.012368845796585082,6181.250999450684,315000
15.646252,0.17889893,-1.4676714,139.60614,-125.34658,3660.3284,409.4183,610.93994,95.689445,5.774523,0.05314491,3.8645673,0.82846296,0.05428996,321.75024,-1.0118752,425.50583,426.5177,19.378292,0.13062298,-1.6029234,416.58624,631.4298,88.13805,3.7202425,0.022995101,1.8915423,0.8665336,0.052467808,321.74042,8.688567,432.67328,423.9847,0.012414757537841797,6243.32480096817,320000
18.704315,0.26446944,-1.5665152,2960.4016,-1910.0635,22936.125,416.6352,590.6938,88.23306,3.8580909,0.06326246,2.5493531,0.8929322,0.02258844,321.16318,-4.259414,432.69336,436.95276,19.961124,0.14557973,-1.6565953,427.39694,553.0231,75.16356,4.9600973,0.04371767,3.6696742,0.8286249,0.031503506,321.1586,2.0176241,443.4549,441.43726,0.012447892332077026,6305.564275741577,325000
17.388863,0.16348897,-1.6483507,161.11478,-115.53182,4070.1013,414.21198,438.70972,88.45877,2.6602046,0.20517355,5.570982,0.85196394,0.037931602,318.0037,-49.345764,430.11215,479.45792,19.954453,0.2818441,-1.625005,412.1579,477.0578,90.25694,4.970003,0.020672653,2.8185518,0.8628768,0.057243235,318.0263,9.326868,428.05923,418.73236,0.012422425127029419,6367.676416397095,330000
21.847046,0.0869503,-1.6497762,514.26794,-601.1707,6808.834,420.89832,434.02072,81.34979,0.38740423,0.02938732,2.2706432,0.87799466,0.037158065,317.5075,6.544681,436.77368,430.229,22.50492,0.13912636,-1.6461328,416.62274,495.68536,86.34596,1.5218434,0.021594588,2.0381331,0.8956423,0.029217174,317.54642,9.020037,432.50006,423.48,0.012393700790405273,6429.644934892654,335000
21.457596,0.2605519,-1.7017289,112.22609,-78.5249,1683.0226,426.06302,467.92245,76.256386,2.9981663,0.023088612,2.281134,0.8601368,0.031687193,319.44067,8.596592,442.03503,433.43845,22.575022,0.19704348,-1.7025218,415.5906,475.15726,87.286835,3.5009434,0.036187306,2.609807,0.8810256,0.02830006,319.44083,4.4123387,431.56265,427.1503,0.012434663724899292,6491.81827545166,340000
20.256603,0.25474435,-1.5715821,559.8662,-309.86722,4717.01,421.08978,570.3858,81.92334,1.6898886,0.02567767,2.0697205,0.88888025,0.12616375,322.07043,7.8335037,437.1933,429.3598,22.080505,0.1384963,-1.68643,403.65607,636.8078,102.03527,2.5232148,0.0571394,2.4258332,0.88115966,0.089686185,322.0526,-2.2992623,419.7587,422.05795,0.012421383571624756,6553.925208330154,345000
20.857666,0.38789105,-1.4797223,694.84717,-580.3142,7032.482,411.38196,629.98663,93.19156,1.8118178,0.031184291,2.4274654,0.9107225,0.03713492,321.4696,6.0486784,427.45544,421.40677,19.5821,0.23050559,-1.6536677,407.30334,674.92535,99.176895,9.252808,0.10981551,5.2221828,0.90072167,0.037234858,321.45642,-19.228079,423.37616,442.60425,0.012408035802841187,6615.965399026871,350000
19.998924,0.1982987,-1.5270483,361.67383,-571.76794,7697.373,415.25116,561.7438,88.40785,5.011501,0.17396232,5.7284045,0.9202145,0.054767232,322.5584,-39.985092,431.3791,471.36417,18.632317,-0.020435989,-1.5787864,419.27466,593.80896,84.329956,4.4444194,0.04548011,2.690824,0.8634596,0.10069959,322.5707,1.4579844,435.4032,433.94522,0.01240367250442505,6677.983776092529,355000
