training/actor/actor_loss,training/actor/adv,training/actor/bc_log_prob,training/grad/max,training/grad/min,training/grad/norm,training/value/v_max,training/value/v_mean,training/value/v_min,training/value/value_loss,validation/actor/actor_loss,validation/actor/adv,validation/actor/bc_log_prob,validation/value/v_max,validation/value/v_mean,validation/value/v_min,validation/value/value_loss,time/epoch_time,time/total_time,step
6.421919,0.12138608,-1.7877624,4.5940847,-7.314225,152.65262,-0.038063474,-31.574202,-74.2523,0.14181027,4.7682576,0.16815016,-1.7290418,-0.04378572,-30.590393,-75.88237,0.13398123,0.007891460752487183,4336.301666736603,370000
7.2925887,0.21197617,-1.7509363,6.2842517,-8.021301,165.01752,-0.012461849,-30.85762,-73.47222,0.1351324,6.8407693,0.25176567,-1.6151612,-0.0047173575,-28.620071,-73.899185,0.11418723,0.007882461881637574,4375.713987588882,375000
4.818434,0.11907723,-1.9132519,1.8363092,-2.7015686,108.60394,0.011106826,-31.194664,-75.60622,0.17260125,7.585621,0.12221101,-1.9583206,-0.0028295442,-31.390316,-67.743546,0.19769098,0.007884894275665284,4415.138468980789,380000
7.545613,0.22115666,-1.8046799,3.7320442,-7.793372,124.01721,0.0036855415,-29.997574,-72.38433,0.15957697,4.7143893,0.10643461,-1.8094655,0.004331909,-31.152391,-73.01828,0.14929037,0.00787768898010254,4454.526926994324,385000
4.7563047,0.12760583,-1.840191,2.1395874,-2.5850024,67.70976,0.009112209,-32.831833,-76.74775,0.12439841,7.9893904,0.20175296,-1.7567291,-0.0023006648,-30.748878,-71.47948,0.18381622,0.007883507776260377,4493.94447517395,390000
5.363289,0.17937884,-1.7530248,4.0636463,-2.66674,124.74796,0.04788579,-30.475475,-74.07974,0.18867633,6.9813137,0.21341184,-1.7185602,0.031241521,-30.226494,-73.50018,0.1744324,0.00786930136680603,4533.290992975235,395000
6.432226,0.13564157,-1.7509961,11.423158,-7.404547,143.49371,-0.023740813,-27.450062,-71.586716,0.1439181,6.32757,0.17068976,-1.9357195,-0.009995185,-32.400215,-71.85246,0.15749922,0.007897932624816894,4572.780666589737,400000
5.5797815,0.13327242,-1.7950355,2.2576056,-3.957012,105.11095,-0.013150513,-33.400654,-75.58208,0.1746791,4.908979,0.07424094,-1.794132,-0.020610116,-27.974174,-75.96014,0.11622426,0.07120907835960388,4928.826068162918,405000
6.893841,0.22979012,-1.6912761,7.173684,-6.979673,152.40875,-0.018833376,-31.256672,-73.0345,0.14828894,5.21337,0.10330267,-1.888351,-0.039872393,-31.042692,-73.165695,0.16317564,0.007870719623565673,4968.179676294327,410000
5.5060377,0.1841955,-1.8043919,4.088617,-3.4336169,87.17972,0.019705988,-31.768602,-75.0387,0.1478112,6.862586,0.15636276,-1.822611,0.023129083,-30.575413,-74.74846,0.12979876,0.007886407041549682,5007.6117208004,415000
5.2322736,0.16679393,-1.8440278,3.9787674,-4.403837,98.85765,0.03953719,-33.216442,-74.2245,0.15760371,5.97657,0.170086,-1.8985133,0.056457363,-31.541948,-72.344406,0.09881535,0.007892669677734375,5047.075078010559,420000
7.234615,0.15798847,-1.7722545,3.0168865,-5.153257,208.99951,-0.013160519,-29.916218,-76.7559,0.19707887,7.097364,0.1833731,-1.760458,-0.0069033056,-31.475819,-72.881256,0.1764208,0.007902139520645142,5086.585784673691,425000
7.234781,0.100600824,-1.7812154,4.4757695,-7.097396,190.1029,0.007079482,-31.129974,-73.74595,0.20194533,6.629814,0.10818912,-1.8227462,0.011477388,-31.22715,-75.45535,0.23498833,0.007895842933654786,5126.065009593964,430000
4.492731,0.12273246,-1.7673242,2.4338813,-2.3502975,130.79723,-0.007672906,-29.209053,-69.53551,0.25121045,6.728655,0.18315315,-1.7053139,-0.011439256,-30.797955,-70.481476,0.1782425,0.007884081649780274,5165.485427856445,435000
5.9774103,0.156546,-1.8049208,2.0769532,-2.7092302,94.91792,-0.00039374828,-30.410713,-72.58768,0.12744248,6.4981546,0.21958074,-1.7537352,0.015553825,-29.598415,-75.05789,0.15430817,0.00788021354675293,5204.886505842209,440000
7.7312427,0.18254402,-1.8668585,6.6844616,-5.341652,168.39374,0.013209738,-31.872723,-73.09547,0.33505034,7.6140594,0.23211437,-1.8231006,0.029722646,-31.563757,-73.8504,0.17226215,0.007894581937789916,5244.359426498413,445000
5.475309,0.17487502,-1.7709013,1.9592357,-3.914277,144.81415,-0.023864858,-31.18853,-72.02174,0.18691793,6.3937855,0.16406083,-1.8329972,-0.019998513,-30.777328,-74.01439,0.14850014,0.007892738151550293,5283.823126316071,450000
